SCP, SCP_REFERENCE_N, N_OF_OCCUR
6581, 6581, 6
6585, 6585, 34
6590, 6590, 44
6591, 6591, 22
6595, 6595, 16
6596, 6596, 52
6597, 6597, 9
6598, 6598, 26
6599, 6599, 25
6599, 5175, 7
6600, 6600, 22
6601, 6601, 17
6602, 6602, 4
6603, 6603, 8
6605, 6605, 34
6606, 6606, 49
6608, 6608, 15
6609, 6609, 63
6610, 6610, 20
6611, 6611, 65
6616, 6616, 22
6616, 173, 1
6616, 16, 1
6617, 6617, 18
6618, 6618, 20
6619, 6619, 10
6620, 6620, 16
6621, 6621, 24
6621, 1867, 4
6622, 6622, 9
6623, 6623, 13
6624, 6624, 36
6626, 6626, 12
6627, 6627, 18
6629, 6629, 20
6630, 6630, 19
6632, 6632, 17
6633, 6633, 44
6633, 5, 1
6635, 6635, 33
6636, 6636, 11
6637, 6637, 30
6639, 6639, 16
6640, 6640, 29
6641, 6641, 5
6642, 6642, 22
6644, 6644, 80
6645, 6645, 4
6646, 6646, 14
6650, 6650, 35
6651, 6651, 13
6652, 6652, 8
6653, 6653, 10
6654, 6654, 29
6655, 6655, 14
6656, 6656, 19
6658, 6658, 62
6659, 6659, 27
6659, 55, 1
6660, 6660, 13
6661, 6661, 3
6662, 6660, 1
6662, 6662, 28
6663, 6663, 5
6663, 5, 1
6664, 6664, 12
6665, 6665, 40
6665, 5666, 2
6666, 6666, 81
6666, 1000, 3
6666, 343, 4
6666, 2254, 4
6666, 4812, 4
6666, 4840, 6
6666, 2932, 2
6666, 76, 2
6666, 73, 5
6666, 4008, 1
6667, 6667, 20
6668, 6668, 10
6669, 6669, 12
6670, 6670, 69
6671, 6671, 25
6672, 6672, 23
6672, 3457, 1
6672, 1000, 1
6674, 6674, 10
6676, 6676, 43
6677, 6677, 10
6678, 6678, 22
6679, 6679, 15
6679, 6697, 2
6680, 6680, 7
6682, 6682, 57
6685, 6685, 7
6686, 6686, 45
6686, 179, 2
6687, 6687, 16
6688, 6688, 2
6689, 6689, 6
6690, 6690, 13
6691, 6691, 19
6692, 6692, 6
6695, 6695, 14
6695, 6240, 1
6696, 6696, 7
6697, 6697, 4
6697, 2803, 1
6698, 6698, 12
6699, 6699, 33
6700, 6700, 39
6701, 6701, 14
6702, 6702, 9
6703, 6703, 49
6704, 6704, 12
6705, 6705, 20
6706, 6706, 28
6707, 6707, 6
6708, 6708, 13
6710, 6710, 33
6711, 6711, 24
6711, 6177, 1
6712, 6712, 14
6714, 6714, 13
6715, 6715, 19
6715, 148, 1
6717, 6717, 58
6720, 6720, 6
6724, 6724, 12
6725, 6725, 15
6725, 6752, 2
6726, 1, 1
6727, 6727, 13
6730, 6730, 2
6733, 6733, 9
6733, 5733, 2
6735, 6735, 17
6736, 6736, 64
6737, 6737, 10
6738, 6738, 46
6740, 6740, 19
6743, 6743, 21
6745, 6745, 7
6746, 6746, 10
6747, 6747, 14
6748, 6748, 8
6749, 6749, 12
6750, 6750, 19
6756, 6756, 13
6757, 6757, 17
6760, 6760, 21
6761, 6761, 43
6766, 6766, 29
6767, 6767, 39
6768, 682, 1
6770, 6770, 9
6772, 6772, 126
6773, 6773, 36
6774, 6774, 27
6775, 6775, 9
6776, 6776, 41
6776, 4159, 2
6776, 682, 1
6776, 2304, 1
6776, 2639, 1
6776, 963, 2
6777, 6777, 38
6780, 6780, 14
6782, 6782, 13
6783, 6783, 54
6783, 3252, 1
6783, 1000, 21
6784, 6784, 17
6785, 6785, 4
6786, 6786, 7
6787, 6787, 13
6787, 1483, 1
6789, 6789, 13
6789, 6000, 1
6790, 6790, 11
6791, 6791, 27
6794, 6794, 9
6795, 6795, 24
6798, 6798, 18
6799, 6799, 5
6800, 6800, 29
6801, 6801, 11
6803, 6803, 10
6803, 5428, 1
6803, 6808, 1
6805, 6805, 59
6805, 2317, 3
6805, 6000, 1
6806, 6806, 28
6807, 6807, 9
6808, 6808, 26
6808, 5428, 1
6808, 6803, 1
6809, 6809, 9
6810, 6810, 54
6812, 6812, 24
6812, 179, 2
6813, 6813, 17
6815, 6815, 22
6816, 6816, 4
6819, 6819, 12
6820, 5251, 1
6820, 682, 1
6820, 6820, 32
6820, 3125, 1
6820, 55, 1
6820, 217, 1
6820, 79, 2
6821, 6821, 39
6824, 6824, 8
6826, 6826, 18
6827, 6827, 32
6827, 3355, 2
6830, 6830, 26
6833, 6833, 20
6834, 6834, 9
6835, 6835, 16
6840, 55, 1
6840, 6840, 41
6843, 6843, 34
6844, 6844, 31
6846, 6846, 6
6847, 6847, 16
6848, 6848, 14
6848, 48, 1
6848, 529, 2
6852, 6852, 16
6855, 6855, 14
6860, 6860, 10
6863, 6863, 7
6865, 6865, 45
6866, 6866, 10
6868, 6868, 13
6870, 6870, 8
6871, 6871, 7
6871, 682, 1
6877, 6877, 20
6878, 6878, 2
6880, 6880, 14
6881, 6881, 11
6882, 6882, 6
6883, 6883, 17
6885, 6885, 11
6886, 6886, 40
6886, 5031, 1
6886, 163, 1
6888, 6888, 11
6889, 6889, 15
6890, 6890, 20
6892, 6892, 7
6893, 6893, 16
6894, 6894, 17
6895, 6895, 25
6895, 2689, 1
6895, 5843, 1
6895, 6780, 1
6895, 173, 1
6898, 6898, 4
6899, 6899, 11
6900, 40, 7
6900, 6900, 23
6900, 6000, 2
6901, 6901, 24
6902, 6902, 11
6903, 6903, 32
6903, 895, 1
6903, 884, 1
6904, 6904, 32
6906, 6906, 18
6908, 6908, 7
6909, 6909, 29
6910, 6910, 25
6911, 6911, 12
6913, 6913, 32
6913, 173, 1
6913, 610, 2
6914, 6914, 1
6915, 6915, 3
6917, 6917, 22
6918, 6918, 5
6919, 6919, 12
6920, 6920, 21
6920, 20, 1
6922, 6922, 23
6925, 6925, 26
6926, 6926, 28
6930, 6930, 29
6931, 6931, 15
6933, 6933, 9
6935, 6935, 13
6936, 6936, 14
6936, 5292, 4
6939, 6939, 32
6940, 6940, 14
6942, 6942, 60
6943, 6943, 3
6944, 6944, 46
6946, 6946, 38
6950, 6950, 16
6951, 6951, 5
6957, 6957, 48
6959, 6959, 41
6960, 8168, 1
6960, 6960, 13
6963, 6963, 12
6963, 5843, 1
6963, 6780, 1
6963, 2689, 1
6963, 173, 1
6964, 6964, 5
6966, 6966, 9
6967, 6967, 14
6968, 6968, 12
6969, 6969, 2
6970, 6970, 5
6971, 6971, 39
6975, 5392, 1
6975, 6975, 12
6976, 6976, 10
6977, 6977, 5
6979, 6979, 63
6981, 6981, 31
6982, 6982, 4
6983, 6983, 14
6984, 6984, 15
6985, 6985, 6
6986, 6986, 10
6987, 6987, 16
6988, 6988, 2
6989, 6989, 23
6990, 6990, 8
6991, 6991, 8
6992, 6992, 40
6992, 2000, 3
6992, 120, 1
6992, 6001, 1
6992, 7076, 2
6993, 6993, 31
6994, 6994, 24
6995, 6995, 34
6996, 6996, 32
6996, 939, 2
6996, 5889, 1
6996, 3001, 2
6996, 963, 1
6996, 5664, 1
6997, 6997, 12
6998, 6998, 18
6998, 231, 1
6999, 6999, 6
6999, 6000, 1
